,threshold,N,n,errors,p,k,type,g
601,-0.095,100,100,55,0.1,1417,train,1
602,-0.095,100,100,53,0.1,597,train,1
603,-0.095,100,100,48,0.1,1042,train,1
604,-0.095,100,100,55,0.1,1220,train,1
605,-0.095,100,100,53,0.1,1023,train,1
606,-0.095,100,100,51,0.1,1801,train,1
607,-0.095,100,100,48,0.1,1023,train,1
608,-0.095,100,100,45,0.1,685,train,1
609,-0.095,100,100,49,0.1,1220,train,1
610,-0.095,100,100,58,0.1,982,train,1
611,-0.095,100,100,51,0.1,730,test,1
612,-0.095,100,100,51,0.1,1220,test,1
613,-0.095,100,100,50,0.1,1220,test,1
614,-0.095,100,100,54,0.1,1707,test,1
615,-0.095,100,100,57,0.1,821,test,1
616,-0.095,100,100,55,0.1,1220,test,1
617,-0.095,100,100,51,0.1,1021,test,1
618,-0.095,100,100,49,0.1,1220,test,1
619,-0.095,100,100,52,0.1,1023,test,1
620,-0.095,100,100,55,0.1,813,test,1
621,-0.095,100,100,56,0.1,813,test,1
622,-0.095,100,100,52,0.1,601,test,1
623,-0.095,100,100,56,0.1,813,test,1
624,-0.095,100,100,52,0.1,685,test,1
625,-0.095,100,100,50,0.1,1220,test,1
626,-0.095,100,100,55,0.1,1144,test,1
627,-0.095,100,100,55,0.1,1220,test,1
628,-0.095,100,100,51,0.1,685,test,1
629,-0.095,100,100,57,0.1,1707,test,1
630,-0.095,100,100,56,0.1,982,test,1
631,-0.095,100,100,60,0.1,1707,test,1
632,-0.095,100,100,57,0.1,1220,test,1
633,-0.095,100,100,50,0.1,1707,test,1
634,-0.095,100,100,56,0.1,982,test,1
635,-0.095,100,100,54,0.1,1144,test,1
636,-0.095,100,100,52,0.1,821,test,1
637,-0.095,100,100,51,0.1,535,test,1
638,-0.095,100,100,52,0.1,1801,test,1
639,-0.095,100,100,55,0.1,1220,test,1
640,-0.095,100,100,50,0.1,597,test,1
641,-0.095,100,100,51,0.1,1220,test,1
642,-0.095,100,100,49,0.1,1015,test,1
643,-0.095,100,100,55,0.1,1801,test,1
644,-0.095,100,100,55,0.1,1707,test,1
645,-0.095,100,100,54,0.1,1707,test,1
646,-0.095,100,100,51,0.1,1220,test,1
647,-0.095,100,100,55,0.1,1220,test,1
648,-0.095,100,100,51,0.1,1220,test,1
649,-0.095,100,100,51,0.1,1220,test,1
650,-0.095,100,100,60,0.1,645,test,1
651,-0.095,100,100,55,0.1,1220,test,1
652,-0.095,100,100,53,0.1,813,test,1
653,-0.095,100,100,52,0.1,1220,test,1
654,-0.095,100,100,56,0.1,1378,test,1
655,-0.095,100,100,47,0.1,1220,test,1
656,-0.095,100,100,48,0.1,1220,test,1
657,-0.095,100,100,52,0.1,1220,test,1
658,-0.095,100,100,50,0.1,597,test,1
659,-0.095,100,100,51,0.1,1220,test,1
660,-0.095,100,100,55,0.1,645,test,1
661,-0.095,100,100,54,0.1,1220,test,1
662,-0.095,100,100,55,0.1,813,test,1
663,-0.095,100,100,53,0.1,1220,test,1
664,-0.095,100,100,51,0.1,929,test,1
665,-0.095,100,100,54,0.1,1023,test,1
666,-0.095,100,100,54,0.1,1220,test,1
667,-0.095,100,100,55,0.1,1220,test,1
668,-0.095,100,100,46,0.1,730,test,1
669,-0.095,100,100,49,0.1,730,test,1
670,-0.095,100,100,50,0.1,1707,test,1
671,-0.095,100,100,62,0.1,1319,test,1
672,-0.095,100,100,56,0.1,1220,test,1
673,-0.095,100,100,53,0.1,1220,test,1
674,-0.095,100,100,51,0.1,929,test,1
675,-0.095,100,100,56,0.1,1015,test,1
676,-0.095,100,100,54,0.1,1220,test,1
677,-0.095,100,100,50,0.1,463,test,1
678,-0.095,100,100,55,0.1,1707,test,1
679,-0.095,100,100,53,0.1,1417,test,1
680,-0.095,100,100,53,0.1,597,test,1
681,-0.095,100,100,61,0.1,1220,test,1
682,-0.095,100,100,62,0.1,2652,test,1
683,-0.095,100,100,56,0.1,982,test,1
684,-0.095,100,100,53,0.1,1417,test,1
685,-0.095,100,100,55,0.1,1801,test,1
686,-0.095,100,100,59,0.1,730,test,1
687,-0.095,100,100,57,0.1,1144,test,1
688,-0.095,100,100,54,0.1,1220,test,1
689,-0.095,100,100,49,0.1,652,test,1
690,-0.095,100,100,58,0.1,1726,test,1
691,-0.095,100,100,54,0.1,730,test,1
692,-0.095,100,100,58,0.1,1707,test,1
693,-0.095,100,100,52,0.1,1220,test,1
694,-0.095,100,100,55,0.1,1707,test,1
695,-0.095,100,100,52,0.1,1220,test,1
696,-0.095,100,100,52,0.1,929,test,1
697,-0.095,100,100,51,0.1,1135,test,1
698,-0.095,100,100,50,0.1,1220,test,1
699,-0.095,100,100,57,0.1,813,test,1
700,-0.095,100,100,56,0.1,1144,test,1
701,-0.095,100,100,52,0.1,1220,test,1
702,-0.095,100,100,52,0.1,1220,test,1
703,-0.095,100,100,57,0.1,848,test,1
704,-0.095,100,100,57,0.1,1382,test,1
705,-0.095,100,100,52,0.1,568,test,1
706,-0.095,100,100,57,0.1,672,test,1
707,-0.095,100,100,55,0.1,1707,test,1
708,-0.095,100,100,55,0.1,1220,test,1
709,-0.095,100,100,53,0.1,1220,test,1
710,-0.05,100,5,0,0.01,0,train,10
711,-0.05,100,5,0,0.01,0,train,10
712,-0.05,100,5,1,0.01,1,train,10
713,-0.05,100,5,1,0.01,1,train,10
714,-0.05,100,5,0,0.01,0,train,10
715,-0.05,100,5,0,0.01,0,test,10
716,-0.05,100,5,1,0.01,1,test,10
717,-0.05,100,5,0,0.01,0,test,10
718,-0.05,100,5,0,0.01,0,test,10
719,-0.05,100,10,0,0.01,0,train,10
720,-0.05,100,10,0,0.01,0,train,10
721,-0.05,100,10,1,0.01,1,train,10
722,-0.05,100,10,1,0.01,1,train,10
723,-0.05,100,10,0,0.01,0,train,10
724,-0.05,100,10,0,0.01,0,train,10
725,-0.05,100,10,0,0.01,0,train,10
726,-0.05,100,10,1,0.01,1,train,10
727,-0.05,100,10,0,0.01,0,train,10
728,-0.05,100,10,0,0.01,0,train,10
729,-0.05,100,10,2,0.01,63,test,10
730,-0.05,100,10,0,0.01,0,test,10
731,-0.05,100,10,1,0.01,1,test,10
732,-0.05,100,10,1,0.01,1,test,10
733,-0.05,100,10,0,0.01,0,test,10
734,-0.05,100,10,0,0.01,0,test,10
735,-0.05,100,10,2,0.01,82,test,10
736,-0.05,100,10,1,0.01,1,test,10
737,-0.05,100,10,2,0.01,34,test,10
738,-0.05,100,15,0,0.01,0,train,10
739,-0.05,100,15,0,0.01,0,train,10
740,-0.05,100,15,1,0.01,1,train,10
741,-0.05,100,15,1,0.01,1,train,10
742,-0.05,100,15,0,0.01,0,train,10
743,-0.05,100,15,0,0.01,0,train,10
744,-0.05,100,15,0,0.01,0,train,10
745,-0.05,100,15,1,0.01,1,train,10
746,-0.05,100,15,0,0.01,0,train,10
747,-0.05,100,15,0,0.01,0,train,10
748,-0.05,100,15,1,0.01,42,train,10
749,-0.05,100,15,0,0.01,0,train,10
750,-0.05,100,15,0,0.01,0,train,10
751,-0.05,100,15,1,0.01,1,train,10
752,-0.05,100,15,1,0.01,1,train,10
753,-0.05,100,15,2,0.01,230,test,10
754,-0.05,100,15,2,0.01,82,test,10
755,-0.05,100,15,1,0.01,1,test,10
756,-0.05,100,15,2,0.01,34,test,10
757,-0.05,100,15,1,0.01,1,test,10
758,-0.05,100,15,0,0.01,0,test,10
759,-0.05,100,15,0,0.01,0,test,10
760,-0.05,100,15,2,0.01,24,test,10
761,-0.05,100,15,3,0.01,141,test,10
762,-0.05,100,15,1,0.01,1,test,10
763,-0.05,100,15,0,0.01,0,test,10
764,-0.05,100,15,0,0.01,0,test,10
765,-0.05,100,15,3,0.01,90,test,10
766,-0.05,100,15,1,0.01,1,test,10
767,-0.05,100,50,0,0.01,0,train,10
768,-0.05,100,50,0,0.01,0,train,10
769,-0.05,100,50,3,0.01,174,train,10
770,-0.05,100,50,3,0.01,174,train,10
771,-0.05,100,50,0,0.01,0,train,10
772,-0.05,100,50,0,0.01,0,train,10
773,-0.05,100,50,0,0.01,0,train,10
774,-0.05,100,50,3,0.01,174,train,10
775,-0.05,100,50,8,0.01,335,train,10
776,-0.05,100,50,0,0.01,0,train,10
777,-0.05,100,50,1,0.01,42,train,10
778,-0.05,100,50,0,0.01,0,train,10
779,-0.05,100,50,0,0.01,0,train,10
780,-0.05,100,50,3,0.01,174,train,10
781,-0.05,100,50,3,0.01,174,train,10
782,-0.05,100,50,8,0.01,335,train,10
783,-0.05,100,50,2,0.01,230,train,10
784,-0.05,100,50,0,0.01,0,train,10
785,-0.05,100,50,3,0.01,174,train,10
786,-0.05,100,50,6,0.01,335,train,10
787,-0.05,100,50,3,0.01,174,train,10
788,-0.05,100,50,0,0.01,0,train,10
789,-0.05,100,50,0,0.01,0,train,10
790,-0.05,100,50,0,0.01,0,train,10
791,-0.05,100,50,5,0.01,283,train,10
792,-0.05,100,50,3,0.01,174,train,10
793,-0.05,100,50,2,0.01,174,train,10
794,-0.05,100,50,0,0.01,0,train,10
795,-0.05,100,50,1,0.01,70,train,10
796,-0.05,100,50,3,0.01,174,train,10
797,-0.05,100,50,0,0.01,0,train,10
798,-0.05,100,50,3,0.01,174,train,10
799,-0.05,100,50,6,0.01,335,train,10
800,-0.05,100,50,3,0.01,174,train,10
801,-0.05,100,50,8,0.01,283,train,10
802,-0.05,100,50,0,0.01,0,train,10
803,-0.05,100,50,3,0.01,174,train,10
804,-0.05,100,50,0,0.01,0,train,10
805,-0.05,100,50,0,0.01,0,train,10
806,-0.05,100,50,3,0.01,174,train,10
807,-0.05,100,50,0,0.01,0,train,10
808,-0.05,100,50,3,0.01,174,train,10
809,-0.05,100,50,2,0.01,174,train,10
810,-0.05,100,50,3,0.01,174,train,10
811,-0.05,100,50,7,0.01,335,train,10
812,-0.05,100,50,3,0.01,174,train,10
813,-0.05,100,50,3,0.01,174,train,10
814,-0.05,100,50,3,0.01,174,train,10
815,-0.05,100,50,3,0.01,174,train,10
816,-0.05,100,50,3,0.01,228,train,10
817,-0.05,100,50,0,0.01,0,test,10
818,-0.05,100,50,3,0.01,174,test,10
819,-0.05,100,50,2,0.01,106,test,10
820,-0.05,100,50,3,0.01,174,test,10
821,-0.05,100,50,5,0.01,228,test,10
822,-0.05,100,50,1,0.01,36,test,10
823,-0.05,100,50,1,0.01,86,test,10
824,-0.05,100,50,3,0.01,174,test,10
825,-0.05,100,50,5,0.01,228,test,10
826,-0.05,100,50,3,0.01,174,test,10
827,-0.05,100,50,2,0.01,80,test,10
828,-0.05,100,50,3,0.01,174,test,10
829,-0.05,100,50,3,0.01,174,test,10
830,-0.05,100,50,0,0.01,0,test,10
831,-0.05,100,50,3,0.01,103,test,10
832,-0.05,100,50,0,0.01,0,test,10
833,-0.05,100,50,3,0.01,174,test,10
834,-0.05,100,50,0,0.01,0,test,10
835,-0.05,100,50,0,0.01,0,test,10
836,-0.05,100,50,3,0.01,174,test,10
837,-0.05,100,50,3,0.01,174,test,10
838,-0.05,100,50,0,0.01,0,test,10
839,-0.05,100,50,3,0.01,174,test,10
840,-0.05,100,50,1,0.01,17,test,10
841,-0.05,100,50,2,0.01,174,test,10
842,-0.05,100,50,10,0.01,345,test,10
843,-0.05,100,50,3,0.01,174,test,10
844,-0.05,100,50,1,0.01,3,test,10
845,-0.05,100,50,1,0.01,62,test,10
846,-0.05,100,50,3,0.01,174,test,10
847,-0.05,100,50,4,0.01,228,test,10
848,-0.05,100,50,1,0.01,7,test,10
849,-0.05,100,50,0,0.01,0,test,10
850,-0.05,100,50,0,0.01,0,test,10
851,-0.05,100,50,3,0.01,174,test,10
852,-0.05,100,50,8,0.01,335,test,10
853,-0.05,100,50,9,0.01,335,test,10
854,-0.05,100,50,0,0.01,0,test,10
855,-0.05,100,50,2,0.01,41,test,10
856,-0.05,100,50,3,0.01,174,test,10
857,-0.05,100,50,3,0.01,174,test,10
858,-0.05,100,50,2,0.01,63,test,10
859,-0.05,100,50,5,0.01,103,test,10
860,-0.05,100,50,1,0.01,4,test,10
861,-0.05,100,50,10,0.01,335,test,10
862,-0.05,100,50,3,0.01,210,test,10
863,-0.05,100,50,2,0.01,67,test,10
864,-0.05,100,50,9,0.01,390,test,10
865,-0.05,100,50,0,0.01,0,test,10
866,-0.05,100,100,0,0.01,0,train,10
867,-0.05,100,100,3,0.01,144,train,10
868,-0.05,100,100,3,0.01,174,train,10
869,-0.05,100,100,3,0.01,174,train,10
870,-0.05,100,100,0,0.01,0,train,10
871,-0.05,100,100,0,0.01,0,train,10
872,-0.05,100,100,11,0.01,335,train,10
873,-0.05,100,100,3,0.01,174,train,10
874,-0.05,100,100,9,0.01,335,train,10
875,-0.05,100,100,0,0.01,0,train,10
876,-0.05,100,100,1,0.01,42,train,10
877,-0.05,100,100,9,0.01,335,train,10
878,-0.05,100,100,3,0.01,80,train,10
879,-0.05,100,100,3,0.01,174,train,10
880,-0.05,100,100,3,0.01,174,train,10
881,-0.05,100,100,9,0.01,335,train,10
882,-0.05,100,100,11,0.01,441,train,10
883,-0.05,100,100,9,0.01,335,train,10
884,-0.05,100,100,3,0.01,174,train,10
885,-0.05,100,100,7,0.01,335,train,10
886,-0.05,100,100,3,0.01,174,train,10
887,-0.05,100,100,0,0.01,0,train,10
888,-0.05,100,100,1,0.01,37,train,10
889,-0.05,100,100,0,0.01,0,train,10
890,-0.05,100,100,5,0.01,117,train,10
891,-0.05,100,100,3,0.01,174,train,10
892,-0.05,100,100,2,0.01,174,train,10
893,-0.05,100,100,0,0.01,0,train,10
894,-0.05,100,100,8,0.01,570,train,10
895,-0.05,100,100,3,0.01,174,train,10
896,-0.05,100,100,4,0.01,210,train,10
897,-0.05,100,100,3,0.01,174,train,10
898,-0.05,100,100,7,0.01,335,train,10
899,-0.05,100,100,3,0.01,174,train,10
900,-0.05,100,100,11,0.01,230,train,10
901,-0.05,100,100,0,0.01,0,train,10
902,-0.05,100,100,3,0.01,174,train,10
903,-0.05,100,100,0,0.01,0,train,10
904,-0.05,100,100,0,0.01,0,train,10
905,-0.05,100,100,3,0.01,174,train,10
906,-0.05,100,100,4,0.01,244,train,10
907,-0.05,100,100,3,0.01,174,train,10
908,-0.05,100,100,2,0.01,174,train,10
909,-0.05,100,100,3,0.01,174,train,10
910,-0.05,100,100,8,0.01,335,train,10
911,-0.05,100,100,3,0.01,174,train,10
912,-0.05,100,100,3,0.01,174,train,10
913,-0.05,100,100,3,0.01,174,train,10
914,-0.05,100,100,3,0.01,174,train,10
915,-0.05,100,100,10,0.01,570,train,10
916,-0.05,100,100,0,0.01,0,train,10
917,-0.05,100,100,0,0.01,0,train,10
918,-0.05,100,100,3,0.01,174,train,10
919,-0.05,100,100,0,0.01,0,train,10
920,-0.05,100,100,3,0.01,174,train,10
921,-0.05,100,100,11,0.01,570,train,10
922,-0.05,100,100,0,0.01,0,train,10
923,-0.05,100,100,1,0.01,86,train,10
924,-0.05,100,100,3,0.01,174,train,10
925,-0.05,100,100,11,0.01,570,train,10
926,-0.05,100,100,3,0.01,174,train,10
927,-0.05,100,100,1,0.01,52,train,10
928,-0.05,100,100,3,0.01,174,train,10
929,-0.05,100,100,3,0.01,174,train,10
930,-0.05,100,100,11,0.01,570,train,10
931,-0.05,100,100,12,0.01,335,train,10
932,-0.05,100,100,2,0.01,106,train,10
933,-0.05,100,100,3,0.01,174,train,10
934,-0.05,100,100,0,0.01,0,train,10
935,-0.05,100,100,0,0.01,0,train,10
936,-0.05,100,100,3,0.01,174,train,10
937,-0.05,100,100,3,0.01,174,train,10
938,-0.05,100,100,4,0.01,244,train,10
939,-0.05,100,100,3,0.01,174,train,10
940,-0.05,100,100,2,0.01,144,train,10
941,-0.05,100,100,2,0.01,174,train,10
942,-0.05,100,100,9,0.01,228,train,10
943,-0.05,100,100,3,0.01,174,train,10
944,-0.05,100,100,10,0.01,335,train,10
945,-0.05,100,100,3,0.01,244,train,10
946,-0.05,100,100,3,0.01,174,train,10
947,-0.05,100,100,12,0.01,570,train,10
948,-0.05,100,100,10,0.01,335,train,10
949,-0.05,100,100,0,0.01,0,train,10
950,-0.05,100,100,0,0.01,0,train,10
951,-0.05,100,100,3,0.01,174,train,10
952,-0.05,100,100,9,0.01,335,train,10
953,-0.05,100,100,13,0.01,570,train,10
954,-0.05,100,100,0,0.01,0,train,10
955,-0.05,100,100,9,0.01,570,train,10
956,-0.05,100,100,3,0.01,174,train,10
957,-0.05,100,100,3,0.01,174,train,10
958,-0.05,100,100,11,0.01,335,train,10
959,-0.05,100,100,7,0.01,579,train,10
960,-0.05,100,100,2,0.01,89,train,10
961,-0.05,100,100,7,0.01,335,train,10
962,-0.05,100,100,1,0.01,133,train,10
963,-0.05,100,100,1,0.01,17,train,10
964,-0.05,100,100,10,0.01,570,train,10
965,-0.05,100,100,3,0.01,94,train,10
966,-0.05,100,100,3,0.01,174,test,10
967,-0.05,100,100,1,0.01,42,test,10
968,-0.05,100,100,1,0.01,1,test,10
969,-0.05,100,100,0,0.01,0,test,10
970,-0.05,100,100,0,0.01,0,test,10
971,-0.05,100,100,4,0.01,244,test,10
972,-0.05,100,100,2,0.01,81,test,10
973,-0.05,100,100,1,0.01,16,test,10
974,-0.05,100,100,11,0.01,570,test,10
975,-0.05,100,100,3,0.01,174,test,10
976,-0.05,100,100,3,0.01,174,test,10
977,-0.05,100,100,3,0.01,174,test,10
978,-0.05,100,100,1,0.01,16,test,10
979,-0.05,100,100,0,0.01,0,test,10
980,-0.05,100,100,3,0.01,174,test,10
981,-0.05,100,100,3,0.01,174,test,10
982,-0.05,100,100,3,0.01,174,test,10
983,-0.05,100,100,3,0.01,174,test,10
984,-0.05,100,100,2,0.01,174,test,10
985,-0.05,100,100,3,0.01,174,test,10
986,-0.05,100,100,5,0.01,244,test,10
987,-0.05,100,100,3,0.01,174,test,10
988,-0.05,100,100,0,0.01,0,test,10
989,-0.05,100,100,3,0.01,174,test,10
990,-0.05,100,100,3,0.01,174,test,10
991,-0.05,100,100,14,0.01,600,test,10
992,-0.05,100,100,13,0.01,570,test,10
993,-0.05,100,100,9,0.01,360,test,10
994,-0.05,100,100,13,0.01,570,test,10
995,-0.05,100,100,1,0.01,61,test,10
996,-0.05,100,100,11,0.01,1023,test,10
997,-0.05,100,100,3,0.01,174,test,10
998,-0.05,100,100,2,0.01,213,test,10
999,-0.05,100,100,12,0.01,570,test,10
1000,-0.05,100,100,3,0.01,174,test,10
1001,-0.05,100,100,0,0.01,0,test,10
1002,-0.05,100,100,1,0.01,25,test,10
1003,-0.05,100,100,3,0.01,174,test,10
1004,-0.05,100,100,5,0.01,201,test,10
1005,-0.05,100,100,0,0.01,0,test,10
1006,-0.05,100,100,5,0.01,244,test,10
1007,-0.05,100,100,3,0.01,174,test,10
1008,-0.05,100,100,9,0.01,335,test,10
1009,-0.05,100,100,3,0.01,174,test,10
1010,-0.05,100,100,0,0.01,0,test,10
1011,-0.05,100,100,1,0.01,37,test,10
1012,-0.05,100,100,12,0.01,570,test,10
1013,-0.05,100,100,0,0.01,0,test,10
1014,-0.05,100,100,3,0.01,174,test,10
1015,-0.05,100,100,11,0.01,339,test,10
1016,-0.05,100,100,1,0.01,36,test,10
1017,-0.05,100,100,1,0.01,60,test,10
1018,-0.05,100,100,14,0.01,570,test,10
1019,-0.05,100,100,3,0.01,174,test,10
1020,-0.05,100,100,0,0.01,0,test,10
1021,-0.05,100,100,3,0.01,174,test,10
1022,-0.05,100,100,4,0.01,89,test,10
1023,-0.05,100,100,8,0.01,346,test,10
1024,-0.05,100,100,3,0.01,174,test,10
1025,-0.05,100,100,0,0.01,0,test,10
1026,-0.05,100,100,3,0.01,174,test,10
1027,-0.05,100,100,0,0.01,0,test,10
1028,-0.05,100,100,3,0.01,174,test,10
1029,-0.05,100,100,13,0.01,570,test,10
1030,-0.05,100,100,2,0.01,106,test,10
1031,-0.05,100,100,1,0.01,17,test,10
1032,-0.05,100,100,1,0.01,37,test,10
1033,-0.05,100,100,4,0.01,244,test,10
1034,-0.05,100,100,11,0.01,228,test,10
1035,-0.05,100,100,12,0.01,570,test,10
1036,-0.05,100,100,3,0.01,174,test,10
1037,-0.05,100,100,12,0.01,570,test,10
1038,-0.05,100,100,0,0.01,0,test,10
1039,-0.05,100,100,1,0.01,16,test,10
1040,-0.05,100,100,3,0.01,174,test,10
1041,-0.05,100,100,3,0.01,174,test,10
1042,-0.05,100,100,3,0.01,174,test,10
1043,-0.05,100,100,3,0.01,80,test,10
1044,-0.05,100,100,3,0.01,112,test,10
1045,-0.05,100,100,2,0.01,24,test,10
1046,-0.05,100,100,13,0.01,570,test,10
1047,-0.05,100,100,1,0.01,58,test,10
1048,-0.05,100,100,13,0.01,288,test,10
1049,-0.05,100,100,1,0.01,10,test,10
1050,-0.05,100,100,0,0.01,0,test,10
1051,-0.05,100,100,3,0.01,174,test,10
1052,-0.05,100,100,11,0.01,339,test,10
1053,-0.05,100,100,11,0.01,335,test,10
1054,-0.05,100,100,0,0.01,0,test,10
1055,-0.05,100,100,9,0.01,247,test,10
1056,-0.05,100,100,0,0.01,0,test,10
1057,-0.05,100,100,0,0.01,0,test,10
1058,-0.05,100,100,0,0.01,0,test,10
1059,-0.05,100,100,0,0.01,0,test,10
1060,-0.05,100,100,3,0.01,174,test,10
1061,-0.05,100,100,1,0.01,39,test,10
1062,-0.05,100,100,11,0.01,339,test,10
1063,-0.05,100,100,3,0.01,89,test,10
1064,-0.05,100,100,3,0.01,174,test,10
1065,-0.95,100,5,11,0.1,411,train,10
1066,-0.95,100,5,0,0.1,0,train,10
1067,-0.95,100,5,12,0.1,244,train,10
1068,-0.95,100,5,27,0.1,389,train,10
1069,-0.95,100,5,11,0.1,926,train,10
1070,-0.95,100,5,15,0.1,184,test,10
1071,-0.95,100,5,12,0.1,89,test,10
1072,-0.95,100,5,28,0.1,353,test,10
1073,-0.95,100,5,14,0.1,235,test,10
1074,-0.95,100,10,11,0.1,246,train,10
1075,-0.95,100,10,0,0.1,0,train,10
1076,-0.95,100,10,27,0.1,283,train,10
1077,-0.95,100,10,27,0.1,283,train,10
1078,-0.95,100,10,11,0.1,263,train,10
1079,-0.95,100,10,22,0.1,263,train,10
1080,-0.95,100,10,9,0.1,228,train,10
1081,-0.95,100,10,0,0.1,0,train,10
1082,-0.95,100,10,23,0.1,263,train,10
1083,-0.95,100,10,6,0.1,175,train,10
1084,-0.95,100,10,27,0.1,244,test,10
1085,-0.95,100,10,28,0.1,244,test,10
1086,-0.95,100,10,31,0.1,597,test,10
1087,-0.95,100,10,30,0.1,283,test,10
1088,-0.95,100,10,27,0.1,230,test,10
1089,-0.95,100,10,30,0.1,283,test,10
1090,-0.95,100,10,31,0.1,362,test,10
1091,-0.95,100,10,30,0.1,249,test,10
1092,-0.95,100,10,39,0.1,597,test,10
1093,-0.95,100,15,20,0.1,389,train,10
1094,-0.95,100,15,23,0.1,747,train,10
1095,-0.95,100,15,32,0.1,597,train,10
1096,-0.95,100,15,36,0.1,421,train,10
1097,-0.95,100,15,20,0.1,366,train,10
1098,-0.95,100,15,36,0.1,1199,train,10
1099,-0.95,100,15,9,0.1,228,train,10
1100,-0.95,100,15,29,0.1,813,train,10
1101,-0.95,100,15,35,0.1,747,train,10
1102,-0.95,100,15,6,0.1,175,train,10
1103,-0.95,100,15,12,0.1,308,train,10
1104,-0.95,100,15,10,0.1,228,train,10
1105,-0.95,100,15,35,0.1,300,train,10
1106,-0.95,100,15,39,0.1,1462,train,10
1107,-0.95,100,15,13,0.1,230,train,10
1108,-0.95,100,15,37,0.1,1228,test,10
1109,-0.95,100,15,37,0.1,926,test,10
1110,-0.95,100,15,39,0.1,1023,test,10
1111,-0.95,100,15,33,0.1,961,test,10
1112,-0.95,100,15,40,0.1,1228,test,10
1113,-0.95,100,15,40,0.1,568,test,10
1114,-0.95,100,15,45,0.1,1228,test,10
1115,-0.95,100,15,41,0.1,620,test,10
1116,-0.95,100,15,37,0.1,1057,test,10
1117,-0.95,100,15,35,0.1,735,test,10
1118,-0.95,100,15,36,0.1,1023,test,10
1119,-0.95,100,15,30,0.1,351,test,10
1120,-0.95,100,15,43,0.1,1462,test,10
1121,-0.95,100,15,37,0.1,653,test,10
1122,-0.95,100,50,39,0.1,335,train,10
1123,-0.95,100,50,50,0.1,1548,train,10
1124,-0.95,100,50,42,0.1,642,train,10
1125,-0.95,100,50,46,0.1,1370,train,10
1126,-0.95,100,50,43,0.1,411,train,10
1127,-0.95,100,50,48,0.1,1548,train,10
1128,-0.95,100,50,48,0.1,642,train,10
1129,-0.95,100,50,47,0.1,954,train,10
1130,-0.95,100,50,55,0.1,2661,train,10
1131,-0.95,100,50,42,0.1,1074,train,10
1132,-0.95,100,50,43,0.1,954,train,10
1133,-0.95,100,50,48,0.1,1895,train,10
1134,-0.95,100,50,45,0.1,642,train,10
1135,-0.95,100,50,35,0.1,954,train,10
1136,-0.95,100,50,39,0.1,730,train,10
1137,-0.95,100,50,42,0.1,642,train,10
1138,-0.95,100,50,51,0.1,730,train,10
1139,-0.95,100,50,47,0.1,1362,train,10
1140,-0.95,100,50,49,0.1,598,train,10
1141,-0.95,100,50,47,0.1,642,train,10
1142,-0.95,100,50,39,0.1,954,train,10
1143,-0.95,100,50,38,0.1,642,train,10
1144,-0.95,100,50,38,0.1,1548,train,10
1145,-0.95,100,50,48,0.1,1548,train,10
1146,-0.95,100,50,29,0.1,642,train,10
1147,-0.95,100,50,44,0.1,1072,train,10
1148,-0.95,100,50,48,0.1,642,train,10
1149,-0.95,100,50,45,0.1,685,train,10
1150,-0.95,100,50,47,0.1,929,train,10
1151,-0.95,100,50,45,0.1,642,train,10
1152,-0.95,100,50,48,0.1,954,train,10
1153,-0.95,100,50,32,0.1,1548,train,10
1154,-0.95,100,50,53,0.1,1815,train,10
1155,-0.95,100,50,47,0.1,642,train,10
1156,-0.95,100,50,46,0.1,642,train,10
1157,-0.95,100,50,34,0.1,1518,train,10
1158,-0.95,100,50,44,0.1,456,train,10
1159,-0.95,100,50,39,0.1,620,train,10
1160,-0.95,100,50,44,0.1,598,train,10
1161,-0.95,100,50,49,0.1,749,train,10
1162,-0.95,100,50,49,0.1,712,train,10
1163,-0.95,100,50,28,0.1,524,train,10
1164,-0.95,100,50,52,0.1,1548,train,10
1165,-0.95,100,50,42,0.1,1423,train,10
1166,-0.95,100,50,42,0.1,620,train,10
1167,-0.95,100,50,46,0.1,1548,train,10
1168,-0.95,100,50,46,0.1,1548,train,10
1169,-0.95,100,50,31,0.1,642,train,10
1170,-0.95,100,50,47,0.1,1548,train,10
1171,-0.95,100,50,38,0.1,642,train,10
1172,-0.95,100,50,48,0.1,1370,test,10
1173,-0.95,100,50,48,0.1,954,test,10
1174,-0.95,100,50,48,0.1,1548,test,10
1175,-0.95,100,50,42,0.1,642,test,10
1176,-0.95,100,50,45,0.1,1362,test,10
1177,-0.95,100,50,47,0.1,1548,test,10
1178,-0.95,100,50,50,0.1,642,test,10
1179,-0.95,100,50,52,0.1,1072,test,10
1180,-0.95,100,50,48,0.1,1548,test,10
1181,-0.95,100,50,43,0.1,642,test,10
1182,-0.95,100,50,50,0.1,712,test,10
1183,-0.95,100,50,44,0.1,642,test,10
1184,-0.95,100,50,45,0.1,642,test,10
1185,-0.95,100,50,53,0.1,1815,test,10
1186,-0.95,100,50,52,0.1,518,test,10
1187,-0.95,100,50,50,0.1,1548,test,10
1188,-0.95,100,50,48,0.1,590,test,10
1189,-0.95,100,50,46,0.1,886,test,10
1190,-0.95,100,50,43,0.1,2358,test,10
1191,-0.95,100,50,51,0.1,642,test,10
1192,-0.95,100,50,42,0.1,954,test,10
1193,-0.95,100,50,50,0.1,685,test,10
1194,-0.95,100,50,47,0.1,642,test,10
